t,z_numerical,z_analytical,vz_numerical,vz_analytical,error_z
0.326,2.478556317,2.47871622,-3.19806,-3.19806,0.000159903
0.3261,2.478236413,2.478396365,-3.199041,-3.199041,0.00015995205
0.3262,2.477916411,2.478076412,-3.200022,-3.200022,0.0001600011
0.3263,2.47759631,2.477756361,-3.201003,-3.201003,0.00016005015
0.3264,2.477276112,2.477436211,-3.201984,-3.201984,0.0001600992
0.3265,2.476955816,2.477115964,-3.202965,-3.202965,0.00016014825
0.3266,2.476635421,2.476795618,-3.203946,-3.203946,0.0001601973
0.3267,2.476314928,2.476475175,-3.204927,-3.204927,0.00016024635
0.3268,2.475994337,2.476154633,-3.205908,-3.205908,0.0001602954
0.3269,2.475673649,2.475833993,-3.206889,-3.206889,0.00016034445
0.327,2.475352862,2.475513255,-3.20787,-3.20787,0.0001603935
0.3271,2.475031976,2.475192419,-3.208851,-3.208851,0.00016044255
0.3272,2.474710993,2.474871485,-3.209832,-3.209832,0.0001604916
0.3273,2.474389912,2.474550453,-3.210813,-3.210813,0.00016054065
0.3274,2.474068733,2.474229322,-3.211794,-3.211794,0.0001605897
0.3275,2.473747455,2.473908094,-3.212775,-3.212775,0.00016063875
0.3276,2.473426079,2.473586767,-3.213756,-3.213756,0.0001606878
0.3277,2.473104606,2.473265343,-3.214737,-3.214737,0.00016073685
0.3278,2.472783034,2.47294382,-3.215718,-3.215718,0.0001607859
0.3279,2.472461364,2.472622199,-3.216699,-3.216699,0.00016083495
0.328,2.472139596,2.47230048,-3.21768,-3.21768,0.000160884
0.3281,2.47181773,2.471978663,-3.218661,-3.218661,0.00016093305
0.3282,2.471495766,2.471656748,-3.219642,-3.219642,0.0001609821
0.3283,2.471173703,2.471334735,-3.220623,-3.220623,0.00016103115
0.3284,2.470851543,2.471012623,-3.221604,-3.221604,0.0001610802
0.3285,2.470529285,2.470690414,-3.222585,-3.222585,0.00016112925
0.3286,2.470206928,2.470368106,-3.223566,-3.223566,0.0001611783
0.3287,2.469884473,2.470045701,-3.224547,-3.224547,0.00016122735
0.3288,2.46956192,2.469723197,-3.225528,-3.225528,0.0001612764
0.3289,2.46923927,2.469400595,-3.226509,-3.226509,0.00016132545
0.329,2.468916521,2.469077895,-3.22749,-3.22749,0.0001613745
0.3291,2.468593673,2.468755097,-3.228471,-3.228471,0.00016142355
0.3292,2.468270728,2.468432201,-3.229452,-3.229452,0.0001614726
0.3293,2.467947685,2.468109207,-3.230433,-3.230433,0.00016152165
0.3294,2.467624544,2.467786114,-3.231414,-3.231414,0.0001615707
0.3295,2.467301304,2.467462924,-3.232395,-3.232395,0.00016161975
0.3296,2.466977966,2.467139635,-3.233376,-3.233376,0.0001616688
0.3297,2.466654531,2.466816249,-3.234357,-3.234357,0.00016171785
0.3298,2.466330997,2.466492764,-3.235338,-3.235338,0.0001617669
0.3299,2.466007365,2.466169181,-3.236319,-3.236319,0.00016181595
0.33,2.465683635,2.4658455,-3.2373,-3.2373,0.000161865
0.3301,2.465359807,2.465521721,-3.238281,-3.238281,0.00016191405
0.3302,2.465035881,2.465197844,-3.239262,-3.239262,0.0001619631
0.3303,2.464711856,2.464873869,-3.240243,-3.240243,0.00016201215
0.3304,2.464387734,2.464549795,-3.241224,-3.241224,0.0001620612
0.3305,2.464063514,2.464225624,-3.242205,-3.242205,0.00016211025
0.3306,2.463739195,2.463901354,-3.243186,-3.243186,0.0001621593
0.3307,2.463414778,2.463576987,-3.244167,-3.244167,0.00016220835
0.3308,2.463090263,2.463252521,-3.245148,-3.245148,0.0001622574
0.3309,2.462765651,2.462927957,-3.246129,-3.246129,0.00016230645
0.331,2.46244094,2.462603295,-3.24711,-3.24711,0.0001623555
0.3311,2.46211613,2.462278535,-3.248091,-3.248091,0.00016240455
0.3312,2.461791223,2.461953677,-3.249072,-3.249072,0.0001624536
0.3313,2.461466218,2.461628721,-3.250053,-3.250053,0.00016250265
0.3314,2.461141115,2.461303666,-3.251034,-3.251034,0.0001625517
0.3315,2.460815913,2.460978514,-3.252015,-3.252015,0.00016260075
0.3316,2.460490613,2.460653263,-3.252996,-3.252996,0.0001626498
0.3317,2.460165216,2.460327915,-3.253977,-3.253977,0.00016269885
0.3318,2.45983972,2.460002468,-3.254958,-3.254958,0.0001627479
0.3319,2.459514126,2.459676923,-3.255939,-3.255939,0.00016279695
0.332,2.459188434,2.45935128,-3.25692,-3.25692,0.000162846
0.3321,2.458862644,2.459025539,-3.257901,-3.257901,0.00016289505
0.3322,2.458536756,2.4586997,-3.258882,-3.258882,0.0001629441
0.3323,2.458210769,2.458373763,-3.259863,-3.259863,0.00016299315
0.3324,2.457884685,2.458047727,-3.260844,-3.260844,0.0001630422
0.3325,2.457558503,2.457721594,-3.261825,-3.261825,0.00016309125
0.3326,2.457232222,2.457395362,-3.262806,-3.262806,0.0001631403
0.3327,2.456905843,2.457069033,-3.263787,-3.263787,0.00016318935
0.3328,2.456579366,2.456742605,-3.264768,-3.264768,0.0001632384
0.3329,2.456252792,2.456416079,-3.265749,-3.265749,0.00016328745
0.333,2.455926119,2.456089455,-3.26673,-3.26673,0.0001633365
0.3331,2.455599347,2.455762733,-3.267711,-3.267711,0.00016338555
0.3332,2.455272478,2.455435913,-3.268692,-3.268692,0.0001634346
0.3333,2.454945511,2.455108995,-3.269673,-3.269673,0.00016348365
0.3334,2.454618446,2.454781978,-3.270654,-3.270654,0.0001635327
0.3335,2.454291282,2.454454864,-3.271635,-3.271635,0.00016358175
0.3336,2.45396402,2.454127651,-3.272616,-3.272616,0.0001636308
0.3337,2.453636661,2.453800341,-3.273597,-3.273597,0.00016367985
0.3338,2.453309203,2.453472932,-3.274578,-3.274578,0.0001637289
0.3339,2.452981647,2.453145425,-3.275559,-3.275559,0.00016377795
0.334,2.452653993,2.45281782,-3.27654,-3.27654,0.000163827
0.3341,2.452326241,2.452490117,-3.277521,-3.277521,0.00016387605
0.3342,2.451998391,2.452162316,-3.278502,-3.278502,0.0001639251
0.3343,2.451670442,2.451834417,-3.279483,-3.279483,0.00016397415
0.3344,2.451342396,2.451506419,-3.280464,-3.280464,0.0001640232
0.3345,2.451014252,2.451178324,-3.281445,-3.281445,0.00016407225
0.3346,2.450686009,2.45085013,-3.282426,-3.282426,0.0001641213
0.3347,2.450357668,2.450521839,-3.283407,-3.283407,0.00016417035
0.3348,2.450029229,2.450193449,-3.284388,-3.284388,0.0001642194
0.3349,2.449700693,2.449864961,-3.285369,-3.285369,0.00016426845
0.335,2.449372058,2.449536375,-3.28635,-3.28635,0.0001643175
0.3351,2.449043324,2.449207691,-3.287331,-3.287331,0.00016436655
0.3352,2.448714493,2.448878909,-3.288312,-3.288312,0.0001644156
0.3353,2.448385564,2.448550029,-3.289293,-3.289293,0.00016446465
0.3354,2.448056537,2.44822105,-3.290274,-3.290274,0.0001645137
0.3355,2.447727411,2.447891974,-3.291255,-3.291255,0.00016456275
0.3356,2.447398187,2.447562799,-3.292236,-3.292236,0.0001646118
0.3357,2.447068866,2.447233527,-3.293217,-3.293217,0.00016466085
0.3358,2.446739446,2.446904156,-3.294198,-3.294198,0.0001647099
0.3359,2.446409928,2.446574687,-3.295179,-3.295179,0.00016475895
0.336,2.446080312,2.44624512,-3.29616,-3.29616,0.000164808
0.3361,2.445750598,2.445915455,-3.297141,-3.297141,0.00016485705
0.3362,2.445420786,2.445585692,-3.298122,-3.298122,0.0001649061
0.3363,2.445090875,2.445255831,-3.299103,-3.299103,0.00016495515
0.3364,2.444760867,2.444925871,-3.300084,-3.300084,0.0001650042
0.3365,2.444430761,2.444595814,-3.301065,-3.301065,0.00016505325
0.3366,2.444100556,2.444265658,-3.302046,-3.302046,0.0001651023
0.3367,2.443770253,2.443935405,-3.303027,-3.303027,0.00016515135
0.3368,2.443439852,2.443605053,-3.304008,-3.304008,0.0001652004
0.3369,2.443109354,2.443274603,-3.304989,-3.304989,0.00016524945
0.337,2.442778757,2.442944055,-3.30597,-3.30597,0.0001652985
0.3371,2.442448061,2.442613409,-3.306951,-3.306951,0.00016534755
0.3372,2.442117268,2.442282665,-3.307932,-3.307932,0.0001653966
0.3373,2.441786377,2.441951823,-3.308913,-3.308913,0.00016544565
0.3374,2.441455388,2.441620882,-3.309894,-3.309894,0.0001654947
0.3375,2.4411243,2.441289844,-3.310875,-3.310875,0.00016554375
0.3376,2.440793114,2.440958707,-3.311856,-3.311856,0.0001655928
0.3377,2.440461831,2.440627473,-3.312837,-3.312837,0.00016564185
0.3378,2.440130449,2.44029614,-3.313818,-3.313818,0.0001656909
0.3379,2.439798969,2.439964709,-3.314799,-3.314799,0.00016573995
0.338,2.439467391,2.43963318,-3.31578,-3.31578,0.000165789
0.3381,2.439135715,2.439301553,-3.316761,-3.316761,0.00016583805
0.3382,2.438803941,2.438969828,-3.317742,-3.317742,0.0001658871
0.3383,2.438472068,2.438638005,-3.318723,-3.318723,0.00016593615
0.3384,2.438140098,2.438306083,-3.319704,-3.319704,0.0001659852
0.3385,2.43780803,2.437974064,-3.320685,-3.320685,0.00016603425
0.3386,2.437475863,2.437641946,-3.321666,-3.321666,0.0001660833
0.3387,2.437143598,2.437309731,-3.322647,-3.322647,0.00016613235
0.3388,2.436811235,2.436977417,-3.323628,-3.323628,0.0001661814
0.3389,2.436478775,2.436645005,-3.324609,-3.324609,0.00016623045
0.339,2.436146216,2.436312495,-3.32559,-3.32559,0.0001662795
0.3391,2.435813558,2.435979887,-3.326571,-3.326571,0.00016632855
0.3392,2.435480803,2.435647181,-3.327552,-3.327552,0.0001663776
0.3393,2.43514795,2.435314377,-3.328533,-3.328533,0.00016642665
0.3394,2.434814999,2.434981474,-3.329514,-3.329514,0.0001664757
0.3395,2.434481949,2.434648474,-3.330495,-3.330495,0.00016652475
0.3396,2.434148801,2.434315375,-3.331476,-3.331476,0.0001665738
0.3397,2.433815556,2.433982179,-3.332457,-3.332457,0.00016662285
0.3398,2.433482212,2.433648884,-3.333438,-3.333438,0.0001666719
0.3399,2.43314877,2.433315491,-3.334419,-3.334419,0.00016672095
0.34,2.43281523,2.432982,-3.3354,-3.3354,0.00016677
0.3401,2.432481592,2.432648411,-3.336381,-3.336381,0.00016681905
0.3402,2.432147856,2.432314724,-3.337362,-3.337362,0.0001668681
0.3403,2.431814021,2.431980939,-3.338343,-3.338343,0.00016691715
0.3404,2.431480089,2.431647055,-3.339324,-3.339324,0.0001669662
0.3405,2.431146059,2.431313074,-3.340305,-3.340305,0.00016701525
0.3406,2.43081193,2.430978994,-3.341286,-3.341286,0.0001670643
0.3407,2.430477703,2.430644817,-3.342267,-3.342267,0.00016711335
0.3408,2.430143378,2.430310541,-3.343248,-3.343248,0.0001671624
0.3409,2.429808956,2.429976167,-3.344229,-3.344229,0.00016721145
0.341,2.429474435,2.429641695,-3.34521,-3.34521,0.0001672605
0.3411,2.429139815,2.429307125,-3.346191,-3.346191,0.00016730955
0.3412,2.428805098,2.428972457,-3.347172,-3.347172,0.0001673586
0.3413,2.428470283,2.428637691,-3.348153,-3.348153,0.00016740765
0.3414,2.42813537,2.428302826,-3.349134,-3.349134,0.0001674567
0.3415,2.427800358,2.427967864,-3.350115,-3.350115,0.00016750575
0.3416,2.427465248,2.427632803,-3.351096,-3.351096,0.0001675548
0.3417,2.427130041,2.427297645,-3.352077,-3.352077,0.00016760385
0.3418,2.426794735,2.426962388,-3.353058,-3.353058,0.0001676529
0.3419,2.426459331,2.426627033,-3.354039,-3.354039,0.00016770195
0.342,2.426123829,2.42629158,-3.35502,-3.35502,0.000167751
0.3421,2.425788229,2.425956029,-3.356001,-3.356001,0.00016780005
0.3422,2.425452531,2.42562038,-3.356982,-3.356982,0.0001678491
0.3423,2.425116734,2.425284633,-3.357963,-3.357963,0.00016789815
0.3424,2.42478084,2.424948787,-3.358944,-3.358944,0.0001679472
0.3425,2.424444848,2.424612844,-3.359925,-3.359925,0.00016799625
0.3426,2.424108757,2.424276802,-3.360906,-3.360906,0.0001680453
0.3427,2.423772568,2.423940663,-3.361887,-3.361887,0.00016809435
0.3428,2.423436281,2.423604425,-3.362868,-3.362868,0.0001681434
0.3429,2.423099897,2.423268089,-3.363849,-3.363849,0.00016819245
0.343,2.422763414,2.422931655,-3.36483,-3.36483,0.0001682415
0.3431,2.422426832,2.422595123,-3.365811,-3.365811,0.00016829055
0.3432,2.422090153,2.422258493,-3.366792,-3.366792,0.0001683396
0.3433,2.421753376,2.421921765,-3.367773,-3.367773,0.00016838865
0.3434,2.421416501,2.421584938,-3.368754,-3.368754,0.0001684377
0.3435,2.421079527,2.421248014,-3.369735,-3.369735,0.00016848675
0.3436,2.420742455,2.420910991,-3.370716,-3.370716,0.0001685358
0.3437,2.420405286,2.420573871,-3.371697,-3.371697,0.00016858485
0.3438,2.420068018,2.420236652,-3.372678,-3.372678,0.0001686339
0.3439,2.419730652,2.419899335,-3.373659,-3.373659,0.00016868295
0.344,2.419393188,2.41956192,-3.37464,-3.37464,0.000168732
0.3441,2.419055626,2.419224407,-3.375621,-3.375621,0.00016878105
0.3442,2.418717966,2.418886796,-3.376602,-3.376602,0.0001688301
0.3443,2.418380207,2.418549087,-3.377583,-3.377583,0.00016887915
0.3444,2.418042351,2.418211279,-3.378564,-3.378564,0.0001689282
0.3445,2.417704397,2.417873374,-3.379545,-3.379545,0.00016897725
0.3446,2.417366344,2.41753537,-3.380526,-3.380526,0.0001690263
0.3447,2.417028193,2.417197269,-3.381507,-3.381507,0.00016907535
0.3448,2.416689944,2.416859069,-3.382488,-3.382488,0.0001691244
0.3449,2.416351598,2.416520771,-3.383469,-3.383469,0.00016917345
0.345,2.416013153,2.416182375,-3.38445,-3.38445,0.0001692225
0.3451,2.415674609,2.415843881,-3.385431,-3.385431,0.00016927155
0.3452,2.415335968,2.415505289,-3.386412,-3.386412,0.0001693206
0.3453,2.414997229,2.415166599,-3.387393,-3.387393,0.00016936965
0.3454,2.414658392,2.41482781,-3.388374,-3.388374,0.0001694187
0.3455,2.414319456,2.414488924,-3.389355,-3.389355,0.00016946775
0.3456,2.413980422,2.414149939,-3.390336,-3.390336,0.0001695168
0.3457,2.413641291,2.413810857,-3.391317,-3.391317,0.00016956585
0.3458,2.413302061,2.413471676,-3.392298,-3.392298,0.0001696149
0.3459,2.412962733,2.413132397,-3.393279,-3.393279,0.00016966395
0.346,2.412623307,2.41279302,-3.39426,-3.39426,0.000169713
0.3461,2.412283783,2.412453545,-3.395241,-3.395241,0.00016976205
0.3462,2.411944161,2.412113972,-3.396222,-3.396222,0.0001698111
0.3463,2.41160444,2.411774301,-3.397203,-3.397203,0.00016986015
0.3464,2.411264622,2.411434531,-3.398184,-3.398184,0.0001699092
0.3465,2.410924706,2.411094664,-3.399165,-3.399165,0.00016995825
0.3466,2.410584691,2.410754698,-3.400146,-3.400146,0.0001700073
0.3467,2.410244578,2.410414635,-3.401127,-3.401127,0.00017005635
0.3468,2.409904367,2.410074473,-3.402108,-3.402108,0.0001701054
0.3469,2.409564059,2.409734213,-3.403089,-3.403089,0.00017015445
0.347,2.409223652,2.409393855,-3.40407,-3.40407,0.0001702035
0.3471,2.408883146,2.409053399,-3.405051,-3.405051,0.00017025255
0.3472,2.408542543,2.408712845,-3.406032,-3.406032,0.0001703016
0.3473,2.408201842,2.408372193,-3.407013,-3.407013,0.00017035065
0.3474,2.407861043,2.408031442,-3.407994,-3.407994,0.0001703997
0.3475,2.407520145,2.407690594,-3.408975,-3.408975,0.00017044875
0.3476,2.407179149,2.407349647,-3.409956,-3.409956,0.0001704978
0.3477,2.406838056,2.407008603,-3.410937,-3.410937,0.00017054685
0.3478,2.406496864,2.40666746,-3.411918,-3.411918,0.0001705959
0.3479,2.406155574,2.406326219,-3.412899,-3.412899,0.00017064495
0.348,2.405814186,2.40598488,-3.41388,-3.41388,0.000170694
0.3481,2.4054727,2.405643443,-3.414861,-3.414861,0.00017074305
0.3482,2.405131116,2.405301908,-3.415842,-3.415842,0.0001707921
0.3483,2.404789433,2.404960275,-3.416823,-3.416823,0.00017084115
0.3484,2.404447653,2.404618543,-3.417804,-3.417804,0.0001708902
0.3485,2.404105775,2.404276714,-3.418785,-3.418785,0.00017093925
0.3486,2.403763798,2.403934786,-3.419766,-3.419766,0.0001709883
0.3487,2.403421723,2.403592761,-3.420747,-3.420747,0.00017103735
0.3488,2.40307955,2.403250637,-3.421728,-3.421728,0.0001710864
0.3489,2.40273728,2.402908415,-3.422709,-3.422709,0.00017113545
0.349,2.402394911,2.402566095,-3.42369,-3.42369,0.0001711845
0.3491,2.402052443,2.402223677,-3.424671,-3.424671,0.00017123355
0.3492,2.401709878,2.401881161,-3.425652,-3.425652,0.0001712826
0.3493,2.401367215,2.401538547,-3.426633,-3.426633,0.00017133165
0.3494,2.401024454,2.401195834,-3.427614,-3.427614,0.0001713807
0.3495,2.400681594,2.400853024,-3.428595,-3.428595,0.00017142975
0.3496,2.400338636,2.400510115,-3.429576,-3.429576,0.0001714788
0.3497,2.399995581,2.400167109,-3.430557,-3.430557,0.00017152785
0.3498,2.399652427,2.399824004,-3.431538,-3.431538,0.0001715769
0.3499,2.399309175,2.399480801,-3.432519,-3.432519,0.00017162595
0.35,2.398965825,2.3991375,-3.4335,-3.4335,0.000171675
0.3501,2.398622377,2.398794101,-3.434481,-3.434481,0.00017172405
0.3502,2.398278831,2.398450604,-3.435462,-3.435462,0.0001717731
0.3503,2.397935186,2.398107009,-3.436443,-3.436443,0.00017182215
0.3504,2.397591444,2.397763315,-3.437424,-3.437424,0.0001718712
0.3505,2.397247604,2.397419524,-3.438405,-3.438405,0.00017192025
0.3506,2.396903665,2.397075634,-3.439386,-3.439386,0.0001719693
0.3507,2.396559628,2.396731647,-3.440367,-3.440367,0.00017201835
0.3508,2.396215493,2.396387561,-3.441348,-3.441348,0.0001720674
0.3509,2.395871261,2.396043377,-3.442329,-3.442329,0.00017211645
0.351,2.39552693,2.395699095,-3.44331,-3.44331,0.0001721655
0.3511,2.3951825,2.395354715,-3.444291,-3.444291,0.00017221455
0.3512,2.394837973,2.395010237,-3.445272,-3.445272,0.0001722636
0.3513,2.394493348,2.394665661,-3.446253,-3.446253,0.00017231265
0.3514,2.394148625,2.394320986,-3.447234,-3.447234,0.0001723617
0.3515,2.393803803,2.393976214,-3.448215,-3.448215,0.00017241075
0.3516,2.393458883,2.393631343,-3.449196,-3.449196,0.0001724598
0.3517,2.393113866,2.393286375,-3.450177,-3.450177,0.00017250885
0.3518,2.39276875,2.392941308,-3.451158,-3.451158,0.0001725579
0.3519,2.392423536,2.392596143,-3.452139,-3.452139,0.00017260695
0.352,2.392078224,2.39225088,-3.45312,-3.45312,0.000172656
0.3521,2.391732814,2.391905519,-3.454101,-3.454101,0.00017270505
0.3522,2.391387306,2.39156006,-3.455082,-3.455082,0.0001727541
0.3523,2.391041699,2.391214503,-3.456063,-3.456063,0.00017280315
0.3524,2.390695995,2.390868847,-3.457044,-3.457044,0.0001728522
0.3525,2.390350193,2.390523094,-3.458025,-3.458025,0.00017290125
0.3526,2.390004292,2.390177242,-3.459006,-3.459006,0.0001729503
0.3527,2.389658293,2.389831293,-3.459987,-3.459987,0.00017299935
0.3528,2.389312196,2.389485245,-3.460968,-3.460968,0.0001730484
0.3529,2.388966002,2.389139099,-3.461949,-3.461949,0.00017309745
0.353,2.388619709,2.388792855,-3.46293,-3.46293,0.0001731465
0.3531,2.388273317,2.388446513,-3.463911,-3.463911,0.00017319555
0.3532,2.387926828,2.388100073,-3.464892,-3.464892,0.0001732446
0.3533,2.387580241,2.387753535,-3.465873,-3.465873,0.00017329365
0.3534,2.387233556,2.387406898,-3.466854,-3.466854,0.0001733427
0.3535,2.386886772,2.387060164,-3.467835,-3.467835,0.00017339175
0.3536,2.38653989,2.386713331,-3.468816,-3.468816,0.0001734408
0.3537,2.386192911,2.386366401,-3.469797,-3.469797,0.00017348985
0.3538,2.385845833,2.386019372,-3.470778,-3.470778,0.0001735389
0.3539,2.385498657,2.385672245,-3.471759,-3.471759,0.00017358795
0.354,2.385151383,2.38532502,-3.47274,-3.47274,0.000173637
0.3541,2.384804011,2.384977697,-3.473721,-3.473721,0.00017368605
0.3542,2.384456541,2.384630276,-3.474702,-3.474702,0.0001737351
0.3543,2.384108972,2.384282757,-3.475683,-3.475683,0.00017378415
0.3544,2.383761306,2.383935139,-3.476664,-3.476664,0.0001738332
0.3545,2.383413542,2.383587424,-3.477645,-3.477645,0.00017388225
0.3546,2.383065679,2.38323961,-3.478626,-3.478626,0.0001739313
0.3547,2.382717718,2.382891699,-3.479607,-3.479607,0.00017398035
0.3548,2.382369659,2.382543689,-3.480588,-3.480588,0.0001740294
0.3549,2.382021503,2.382195581,-3.481569,-3.481569,0.00017407845
0.355,2.381673248,2.381847375,-3.48255,-3.48255,0.0001741275
0.3551,2.381324894,2.381499071,-3.483531,-3.483531,0.00017417655
0.3552,2.380976443,2.381150669,-3.484512,-3.484512,0.0001742256
0.3553,2.380627894,2.380802169,-3.485493,-3.485493,0.00017427465
0.3554,2.380279247,2.38045357,-3.486474,-3.486474,0.0001743237
0.3555,2.379930501,2.380104874,-3.487455,-3.487455,0.00017437275
0.3556,2.379581657,2.379756079,-3.488436,-3.488436,0.0001744218
0.3557,2.379232716,2.379407187,-3.489417,-3.489417,0.00017447085
0.3558,2.378883676,2.379058196,-3.490398,-3.490398,0.0001745199
0.3559,2.378534538,2.378709107,-3.491379,-3.491379,0.00017456895
0.356,2.378185302,2.37835992,-3.49236,-3.49236,0.000174618
0.3561,2.377835968,2.378010635,-3.493341,-3.493341,0.00017466705
0.3562,2.377486536,2.377661252,-3.494322,-3.494322,0.0001747161
0.3563,2.377137005,2.377311771,-3.495303,-3.495303,0.00017476515
0.3564,2.376787377,2.376962191,-3.496284,-3.496284,0.0001748142
0.3565,2.376437651,2.376612514,-3.497265,-3.497265,0.00017486325
0.3566,2.376087826,2.376262738,-3.498246,-3.498246,0.0001749123
0.3567,2.375737903,2.375912865,-3.499227,-3.499227,0.00017496135
0.3568,2.375387882,2.375562893,-3.500208,-3.500208,0.0001750104
0.3569,2.375037764,2.375212823,-3.501189,-3.501189,0.00017505945
0.357,2.374687547,2.374862655,-3.50217,-3.50217,0.0001751085
0.3571,2.374337231,2.374512389,-3.503151,-3.503151,0.00017515755
0.3572,2.373986818,2.374162025,-3.504132,-3.504132,0.0001752066
0.3573,2.373636307,2.373811563,-3.505113,-3.505113,0.00017525565
0.3574,2.373285698,2.373461002,-3.506094,-3.506094,0.0001753047
0.3575,2.37293499,2.373110344,-3.507075,-3.507075,0.00017535375
0.3576,2.372584184,2.372759587,-3.508056,-3.508056,0.0001754028
0.3577,2.372233281,2.372408733,-3.509037,-3.509037,0.00017545185
0.3578,2.371882279,2.37205778,-3.510018,-3.510018,0.0001755009
0.3579,2.371531179,2.371706729,-3.510999,-3.510999,0.00017554995
0.358,2.371179981,2.37135558,-3.51198,-3.51198,0.000175599
0.3581,2.370828685,2.371004333,-3.512961,-3.512961,0.00017564805
0.3582,2.370477291,2.370652988,-3.513942,-3.513942,0.0001756971
0.3583,2.370125798,2.370301545,-3.514923,-3.514923,0.00017574615
0.3584,2.369774208,2.369950003,-3.515904,-3.515904,0.0001757952
0.3585,2.36942252,2.369598364,-3.516885,-3.516885,0.00017584425
0.3586,2.369070733,2.369246626,-3.517866,-3.517866,0.0001758933
0.3587,2.368718848,2.368894791,-3.518847,-3.518847,0.00017594235
0.3588,2.368366865,2.368542857,-3.519828,-3.519828,0.0001759914
0.3589,2.368014785,2.368190825,-3.520809,-3.520809,0.00017604045
0.359,2.367662606,2.367838695,-3.52179,-3.52179,0.0001760895
0.3591,2.367310328,2.367486467,-3.522771,-3.522771,0.00017613855
0.3592,2.366957953,2.367134141,-3.523752,-3.523752,0.0001761876
0.3593,2.36660548,2.366781717,-3.524733,-3.524733,0.00017623665
0.3594,2.366252909,2.366429194,-3.525714,-3.525714,0.0001762857
0.3595,2.365900239,2.366076574,-3.526695,-3.526695,0.00017633475
0.3596,2.365547471,2.365723855,-3.527676,-3.527676,0.0001763838
0.3597,2.365194606,2.365371039,-3.528657,-3.528657,0.00017643285
0.3598,2.364841642,2.365018124,-3.529638,-3.529638,0.0001764819
0.3599,2.36448858,2.364665111,-3.530619,-3.530619,0.00017653095
0.36,2.36413542,2.364312,-3.5316,-3.5316,0.00017658
0.3601,2.363782162,2.363958791,-3.532581,-3.532581,0.00017662905
0.3602,2.363428806,2.363605484,-3.533562,-3.533562,0.0001766781
0.3603,2.363075351,2.363252079,-3.534543,-3.534543,0.00017672715
0.3604,2.362721799,2.362898575,-3.535524,-3.535524,0.0001767762
0.3605,2.362368149,2.362544974,-3.536505,-3.536505,0.00017682525
0.3606,2.3620144,2.362191274,-3.537486,-3.537486,0.0001768743
0.3607,2.361660553,2.361837477,-3.538467,-3.538467,0.00017692335
0.3608,2.361306608,2.361483581,-3.539448,-3.539448,0.0001769724
0.3609,2.360952566,2.361129587,-3.540429,-3.540429,0.00017702145
0.361,2.360598425,2.360775495,-3.54141,-3.54141,0.0001770705
0.3611,2.360244185,2.360421305,-3.542391,-3.542391,0.00017711955
0.3612,2.359889848,2.360067017,-3.543372,-3.543372,0.0001771686
0.3613,2.359535413,2.359712631,-3.544353,-3.544353,0.00017721765
0.3614,2.35918088,2.359358146,-3.545334,-3.545334,0.0001772667
0.3615,2.358826248,2.359003564,-3.546315,-3.546315,0.00017731575
0.3616,2.358471518,2.358648883,-3.547296,-3.547296,0.0001773648
0.3617,2.358116691,2.358294105,-3.548277,-3.548277,0.00017741385
0.3618,2.357761765,2.357939228,-3.549258,-3.549258,0.0001774629
0.3619,2.357406741,2.357584253,-3.550239,-3.550239,0.00017751195
0.362,2.357051619,2.35722918,-3.55122,-3.55122,0.000177561
0.3621,2.356696399,2.356874009,-3.552201,-3.552201,0.00017761005
0.3622,2.356341081,2.35651874,-3.553182,-3.553182,0.0001776591
0.3623,2.355985664,2.356163373,-3.554163,-3.554163,0.00017770815
0.3624,2.35563015,2.355807907,-3.555144,-3.555144,0.0001777572
0.3625,2.355274538,2.355452344,-3.556125,-3.556125,0.00017780625
0.3626,2.354918827,2.355096682,-3.557106,-3.557106,0.0001778553
0.3627,2.354563018,2.354740923,-3.558087,-3.558087,0.00017790435
0.3628,2.354207111,2.354385065,-3.559068,-3.559068,0.0001779534
0.3629,2.353851107,2.354029109,-3.560049,-3.560049,0.00017800245
0.363,2.353495004,2.353673055,-3.56103,-3.56103,0.0001780515
0.3631,2.353138802,2.353316903,-3.562011,-3.562011,0.00017810055
0.3632,2.352782503,2.352960653,-3.562992,-3.562992,0.0001781496
0.3633,2.352426106,2.352604305,-3.563973,-3.563973,0.00017819865
0.3634,2.352069611,2.352247858,-3.564954,-3.564954,0.0001782477
0.3635,2.351713017,2.351891314,-3.565935,-3.565935,0.00017829675
0.3636,2.351356325,2.351534671,-3.566916,-3.566916,0.0001783458
0.3637,2.350999536,2.351177931,-3.567897,-3.567897,0.00017839485
0.3638,2.350642648,2.350821092,-3.568878,-3.568878,0.0001784439
0.3639,2.350285662,2.350464155,-3.569859,-3.569859,0.00017849295
0.364,2.349928578,2.35010712,-3.57084,-3.57084,0.000178542
0.3641,2.349571396,2.349749987,-3.571821,-3.571821,0.00017859105
0.3642,2.349214116,2.349392756,-3.572802,-3.572802,0.0001786401
0.3643,2.348856737,2.349035427,-3.573783,-3.573783,0.00017868915
0.3644,2.348499261,2.348677999,-3.574764,-3.574764,0.0001787382
0.3645,2.348141687,2.348320474,-3.575745,-3.575745,0.00017878725
0.3646,2.347784014,2.34796285,-3.576726,-3.576726,0.0001788363
0.3647,2.347426243,2.347605129,-3.577707,-3.577707,0.00017888535
0.3648,2.347068374,2.347247309,-3.578688,-3.578688,0.0001789344
