id,x,y,z,vx,vy,vz,radius,mass
0,0.78942595266494,0.19103235298393,0.86947375671561,0,0,0,0.012,0.01737175073729
1,0.59452575770214,0.44713277136727,0.50378650725259,0,0,0,0.012,0.01737175073729
2,0.46022691454568,0.3376996048422,0.52686234615589,0,0,0,0.012,0.01737175073729
3,0.64726715006378,0.067057698627024,0.83843533914532,0,0,0,0.012,0.01737175073729
4,0.9280274492345,0.012760074414137,0.98380982156839,0,0,0,0.012,0.01737175073729
5,0.61466195122595,0.60897348657086,0.45380167404989,0,0,0,0.012,0.01737175073729
6,0.034508930274653,0.52418006993743,0.66512520605819,0,0,0,0.012,0.01737175073729
7,0.057545692248304,0.96238538992711,0.57523098112296,0,0,0,0.012,0.01737175073729
8,0.10043188108809,0.61554475042558,0.65576455064337,0,0,0,0.012,0.01737175073729
9,0.97163334467399,0.4675605890607,0.91264793689572,0,0,0,0.012,0.01737175073729
10,0.67598015792318,0.45168727130593,0.4571365474381,0,0,0,0.012,0.01737175073729
11,0.93158891219602,0.56176929791236,0.65735408037829,0,0,0,0.012,0.01737175073729
12,0.027583067206969,0.23735236908107,0.57967170242549,0,0,0,0.012,0.01737175073729
13,0.67886519972179,0.60735673692243,0.89825886331508,0,0,0,0.012,0.01737175073729
14,0.18120389567352,0.39367515495222,0.5480430147362,0,0,0,0.012,0.01737175073729
15,0.74923273503562,0.42695213638251,0.56187261512731,0,0,0,0.012,0.01737175073729
16,0.56607551941406,0.042561772790835,0.90314920787598,0,0,0,0.012,0.01737175073729
17,0.45096003001289,0.39766662608947,0.94854246788831,0,0,0,0.012,0.01737175073729
18,0.72181746820536,0.33070379310189,0.75689885908403,0,0,0,0.012,0.01737175073729
19,0.52033424363641,0.95010389999955,0.90435921157688,0,0,0,0.012,0.01737175073729
20,0.74138442833613,0.53873951842842,0.76567212868199,0,0,0,0.012,0.01737175073729
21,0.9540891833818,0.60446542799524,0.59848756093438,0,0,0,0.012,0.01737175073729
22,0.30116294212861,0.17330053489258,0.45841238588656,0,0,0,0.012,0.01737175073729
23,0.42523984159604,0.39740436046983,0.6078966388779,0,0,0,0.012,0.01737175073729
24,0.025741907858613,0.20607018552625,0.832701968622,0,0,0,0.012,0.01737175073729
