id,x,y,z,vx,vy,vz,radius,mass
0,0.78942595266494,0.19103235298393,0.85718673171561,0,0,-0.4905,0.012,0.01737175073729
1,0.59452575770214,0.44713277136727,0.49149948225259,0,0,-0.4905,0.012,0.01737175073729
2,0.46022691454568,0.3376996048422,0.51457532115589,0,0,-0.4905,0.012,0.01737175073729
3,0.64726715006378,0.067057698627024,0.82614831414532,0,0,-0.4905,0.012,0.01737175073729
4,0.93930591426049,0.012257653996095,0.97656068393687,0.22602441017229,0.008368855544315,-0.3895389633383,0.012,0.01737175073729
5,0.61466195122595,0.60897348657086,0.44151464904989,0,0,-0.4905,0.012,0.01737175073729
6,0.034508930274653,0.52418006993743,0.65283818105819,0,0,-0.4905,0.012,0.01737175073729
7,0.057545692248304,0.96238538992711,0.56294395612296,0,0,-0.4905,0.012,0.01737175073729
8,0.10043188108809,0.61554475042558,0.64347752564337,0,0,-0.4905,0.012,0.01737175073729
9,0.98756703325993,0.47825576300038,0.91148266985868,-0.070001336047322,0.21433505143104,-0.26761605454583,0.012,0.01737175073729
10,0.67598015792318,0.45168727130593,0.4448495224381,0,0,-0.4905,0.012,0.01737175073729
11,0.93158891219602,0.56176929791236,0.64506705537829,0,0,-0.4905,0.012,0.01737175073729
12,0.027583067206969,0.23735236908107,0.56738467742549,0,0,-0.4905,0.012,0.01737175073729
13,0.67886519972179,0.60735673692243,0.88597183831508,0,0,-0.4905,0.012,0.01737175073729
14,0.18120389567352,0.39367515495222,0.5357559897362,0,0,-0.4905,0.012,0.01737175073729
15,0.74923273503562,0.42695213638251,0.54958559012731,0,0,-0.4905,0.012,0.01737175073729
16,0.56607551941406,0.042561772790835,0.89086218287598,0,0,-0.4905,0.012,0.01737175073729
17,0.45096003001289,0.39766662608947,0.93625544288831,0,0,-0.4905,0.012,0.01737175073729
18,0.72181746820536,0.33070379310189,0.74461183408403,0,0,-0.4905,0.012,0.01737175073729
19,0.52033424363641,0.95010389999955,0.89207218657688,0,0,-0.4905,0.012,0.01737175073729
20,0.7651961004008,0.49778620193206,0.7547197421356,0.47143129054067,-0.81139702346565,-0.40363331469802,0.012,0.01737175073729
21,0.9540891833818,0.60446542799524,0.58620053593438,0,0,-0.4905,0.012,0.01737175073729
22,0.30116294212861,0.17330053489258,0.44612536088656,0,0,-0.4905,0.012,0.01737175073729
23,0.42523984159604,0.39740436046983,0.5956096138779,0,0,-0.4905,0.012,0.01737175073729
24,0.025741907858613,0.20607018552625,0.820414943622,0,0,-0.4905,0.012,0.01737175073729
25,0.78321132257011,0.60341694093141,0.93606284733994,0,0,-0.4905,0.012,0.01737175073729
26,0.64745118180985,0.90500064321633,0.89503372846269,0,0,-0.4905,0.012,0.01737175073729
27,0.45066385819398,0.10512027330765,0.63721319619987,0,0,-0.4905,0.012,0.01737175073729
28,0.66478906689573,0.66194021573602,0.75583118370045,0,0,-0.4905,0.012,0.01737175073729
29,0.28012846842368,0.55977358084962,0.64372763344783,0,0,-0.4905,0.012,0.01737175073729
30,0.96118411753347,0.8446889173811,0.82828842014331,0.017329589105745,0.090644301396509,-0.44058003233759,0.012,0.01737175073729
31,0.24232128119557,0.26192268255364,0.45946624739504,0,0,-0.4905,0.012,0.01737175073729
32,0.70560698052454,0.12022944670573,0.67407601595659,0,0,-0.4905,0.012,0.01737175073729
33,0.20887794536569,0.88626527180119,0.69346215589583,0,0,-0.4905,0.012,0.01737175073729
34,0.56175696098497,0.69082369454959,0.51267329708583,0,0,-0.4905,0.012,0.01737175073729
35,0.60191136061105,0.5388849028909,0.54695991659219,0,0,-0.4905,0.012,0.01737175073729
36,0.93222508708371,0.59649269456676,0.81150727062015,0,0,-0.4905,0.012,0.01737175073729
37,0.87133661029054,0.62136954735857,0.5967638991756,0,0,-0.4905,0.012,0.01737175073729
38,0.11496239594608,0.45757774128079,0.55523393095337,0,0,-0.4905,0.012,0.01737175073729
39,0.418513706991,0.87408153557571,0.61221059701499,0,0,-0.4905,0.012,0.01737175073729
40,0.13115784245451,0.35974669330814,0.92558667978294,0,0,-0.4905,0.012,0.01737175073729
41,0.27760107376692,0.64414556050265,0.43799293760435,0,0,-0.4905,0.012,0.01737175073729
