id,x,y,z,vx,vy,vz,radius,mass
0,0.78942595266494,0.19103235298393,0.82037470671561,0,0,-0.98100000000001,0.012,0.01737175073729
1,0.59452575770214,0.44713277136727,0.45468745725259,0,0,-0.98100000000001,0.012,0.01737175073729
2,0.46022691454568,0.3376996048422,0.47776329615589,0,0,-0.98100000000001,0.012,0.01737175073729
3,0.64726715006378,0.067057698627024,0.78933628914532,0,0,-0.98100000000001,0.012,0.01737175073729
4,0.95060713476912,0.012676096773311,0.94479671076995,0.22602441017229,0.008368855544315,-0.88003896333831,0.012,0.01737175073729
5,0.61466195122595,0.60897348657086,0.40470262404989,0,0,-0.98100000000001,0.012,0.01737175073729
6,0.034508930274653,0.52418006993743,0.61602615605819,0,0,-0.98100000000001,0.012,0.01737175073729
7,0.057545692248304,0.96238538992711,0.52613193112296,0,0,-0.98100000000001,0.012,0.01737175073729
8,0.10043188108809,0.61554475042558,0.60666550064337,0,0,-0.98100000000001,0.012,0.01737175073729
9,0.98406696645755,0.48897251557194,0.88581484213139,-0.070001336047322,0.21433505143104,-0.75811605454583,0.012,0.01737175073729
10,0.67598015792318,0.45168727130593,0.4080374974381,0,0,-0.98100000000001,0.012,0.01737175073729
11,0.93158891219602,0.56176929791236,0.60825503037829,0,0,-0.98100000000001,0.012,0.01737175073729
12,0.027583067206969,0.23735236908107,0.53057265242549,0,0,-0.98100000000001,0.012,0.01737175073729
13,0.67886519972179,0.60735673692243,0.84915981331508,0,0,-0.98100000000001,0.012,0.01737175073729
14,0.18120389567352,0.39367515495222,0.4989439647362,0,0,-0.98100000000001,0.012,0.01737175073729
15,0.74923273503562,0.42695213638251,0.51277356512731,0,0,-0.98100000000001,0.012,0.01737175073729
16,0.56607551941406,0.042561772790835,0.85405015787598,0,0,-0.98100000000001,0.012,0.01737175073729
17,0.45096003001289,0.39766662608947,0.89944341788831,0,0,-0.98100000000001,0.012,0.01737175073729
18,0.72181746820536,0.33070379310189,0.70779980908403,0,0,-0.98100000000001,0.012,0.01737175073729
19,0.52033424363641,0.95010389999955,0.85526016157688,0,0,-0.98100000000001,0.012,0.01737175073729
20,0.78876766492784,0.45721635075877,0.7222510514007,0.47143129054067,-0.81139702346565,-0.89413331469803,0.012,0.01737175073729
21,0.9540891833818,0.60446542799524,0.54938851093438,0,0,-0.98100000000001,0.012,0.01737175073729
22,0.30116294212861,0.17330053489258,0.40931333588656,0,0,-0.98100000000001,0.012,0.01737175073729
23,0.42523984159604,0.39740436046983,0.5587975888779,0,0,-0.98100000000001,0.012,0.01737175073729
24,0.025741907858613,0.20607018552625,0.783602918622,0,0,-0.98100000000001,0.012,0.01737175073729
25,0.78321132257011,0.60341694093141,0.89925082233994,0,0,-0.98100000000001,0.012,0.01737175073729
26,0.64745118180985,0.90500064321633,0.85822170346269,0,0,-0.98100000000001,0.012,0.01737175073729
27,0.45066385819398,0.10512027330765,0.60040117119987,0,0,-0.98100000000001,0.012,0.01737175073729
28,0.66478906689573,0.66194021573602,0.71901915870045,0,0,-0.98100000000001,0.012,0.01737175073729
29,0.2773691494002,0.55402381313867,0.59167987698811,-0.069644714921614,-0.14510249574855,-1.3655245540481,0.012,0.01737175073729
30,0.96205059698877,0.84922113245095,0.79397239352643,0.017329589105745,0.090644301396509,-0.9310800323376,0.012,0.01737175073729
31,0.24232128119557,0.26192268255364,0.42265422239504,0,0,-0.98100000000001,0.012,0.01737175073729
32,0.70560698052454,0.12022944670573,0.63726399095659,0,0,-0.98100000000001,0.012,0.01737175073729
33,0.20887794536569,0.88626527180119,0.65665013089583,0,0,-0.98100000000001,0.012,0.01737175073729
34,0.56175696098497,0.69082369454959,0.47586127208583,0,0,-0.98100000000001,0.012,0.01737175073729
35,0.60191136061105,0.5388849028909,0.51014789159219,0,0,-0.98100000000001,0.012,0.01737175073729
36,0.93222508708371,0.59649269456676,0.77469524562015,0,0,-0.98100000000001,0.012,0.01737175073729
37,0.87133661029054,0.62136954735857,0.5599518741756,0,0,-0.98100000000001,0.012,0.01737175073729
38,0.11413970043679,0.46178533152954,0.51251109493702,-0.047489040431463,0.24294893544893,-1.3223006045242,0.012,0.01737175073729
39,0.418513706991,0.87408153557571,0.57539857201499,0,0,-0.98100000000001,0.012,0.01737175073729
40,0.13115784245451,0.35974669330814,0.88877465478294,0,0,-0.98100000000001,0.012,0.01737175073729
41,0.27760107376692,0.64414556050265,0.40118091260435,0,0,-0.98100000000001,0.012,0.01737175073729
42,0.35610720043592,0.30946650856176,0.4894857975708,0,0,-0.98100000000001,0.012,0.01737175073729
43,0.53327127629949,0.48519405711614,0.77343153524232,0,0,-0.98100000000001,0.012,0.01737175073729
44,0.27494643740472,0.25026650816051,0.49144153276845,0,0,-0.98100000000001,0.012,0.01737175073729
45,0.22551388164876,0.55670755420121,0.61816481103971,0,0,-0.98100000000001,0.012,0.01737175073729
46,0.075334832784464,0.25982144290313,0.53372027229637,0,0,-0.98100000000001,0.012,0.01737175073729
47,0.69159296809643,0.70717609414582,0.48057171771191,0,0,-0.98100000000001,0.012,0.01737175073729
48,0.98579471843084,0.27237827141676,0.92631979442464,0,0,-0.98100000000001,0.012,0.01737175073729
49,0.41317213087404,0.044257518295721,0.5865492817157,0,0,-0.98100000000001,0.012,0.01737175073729
50,0.63112691089289,0.67636852630829,0.6865437563861,0,0,-0.98100000000001,0.012,0.01737175073729
51,0.44903636724821,0.55162365453364,0.71977178753902,0,0,-0.98100000000001,0.012,0.01737175073729
