time,kinetic_energy,potential_energy,total_energy,max_speed,com_x,com_y,com_z,max_height,min_height,active_contacts,candidate_pairs
0,0,123.62527726064,123.62527726064,0,0.49468679263977,0.50281424378536,0.72542861412322,0.98591415025104,0.45010136005582,0,0
0.0001,0.784549210911,123.62526054274,124.40980975365,2.3104530150308,0.49468679263977,0.50281424378536,0.72542851602322,0.98602966539818,0.45010126195582,48,454
0.0002,2.0918712880577,123.62522710695,125.71709839501,3.7698669198566,0.49468679263977,0.50281424378536,0.72542831982322,0.98621810212818,0.45010106575582,48,454
0.0003,3.1718562162145,123.62517695326,126.79703316948,4.6385867241679,0.49468679263977,0.50281424378536,0.72542802552322,0.98644989685376,0.45010077145582,48,454
0.0004,3.8408503585148,123.62511008168,127.4659604402,5.1006385795065,0.49468679263977,0.50281424378536,0.72542763312322,0.98670469629049,0.45010037905582,48,454
0.0005,4.1305185260119,123.6250264922,127.75554501822,5.2858520591839,0.49468679263977,0.50281424378536,0.72542714262322,0.98696864497814,0.45009988855582,48,454
0.0006,4.1374594576498,123.62492618483,127.76238564248,5.2862993613391,0.49468679263977,0.50281424378536,0.72542655402322,0.98723249556579,0.45009929995582,4,453
0.0007,4.140160787665,123.62480915956,127.76496994723,5.2867468076816,0.49468679263977,0.50281424378536,0.72542586732322,0.98749624805344,0.45009861325582,4,451
0.0008,4.1403687565616,123.6246754164,127.76504417296,5.2871943981748,0.49468679263977,0.50281424378536,0.72542508252322,0.98775990244108,0.45009782845582,1,451
0.0009,4.1405108586726,123.62452495534,127.76503581401,5.2876421327821,0.49468679263977,0.50281424378536,0.72542419962322,0.98802345872873,0.45009694555582,0,451
0.001,4.1215360200598,123.6243499739,127.74588599396,5.2880900114668,0.49468679263977,0.50281424378536,0.72542317283851,0.98824113220414,0.45009596455582,1,451
0.0011,4.1078773198645,123.62415139533,127.7320287152,5.2885380341925,0.49468679263977,0.50281424378536,0.72542200758671,0.98841834049866,0.45009488545582,1,452
0.0012,4.0982764497074,123.62393006284,127.72220651255,5.2889862009225,0.49468679263977,0.50281424378536,0.72542070881575,0.98856003152372,0.45009370825582,1,451
0.0013,4.0917317165683,123.62368674371,127.71541846028,5.2894345116201,0.49468679263977,0.50281424378536,0.72541928102796,0.98867070762363,0.45009243295582,1,451
0.0014,4.0874540638446,123.62342213356,127.7108761974,5.2898829662488,0.49468679263977,0.50281424378536,0.72541772830524,0.98875445068725,0.45009105955582,1,451
0.0015,4.0848289179324,123.62313686072,127.70796577865,5.290331564772,0.49468679263977,0.50281424378536,0.72541605433463,0.98881494776356,0.45008958805582,1,451
0.0016,4.0833834727313,123.62283149062,127.70621496336,5.290780307153,0.49468679263977,0.50281424378536,0.72541426243407,0.98885551679948,0.45008801845582,1,451
0.0017,4.0827589445233,123.62250653017,127.70526547469,5.2912291933553,0.49468679263977,0.50281424378536,0.72541235557797,0.98887913218226,0.45008635075582,1,450
0.0018,4.0826872901155,123.62216243196,127.70484972207,5.2916782233423,0.49468679263977,0.50281424378536,0.72541033642223,0.9888884498263,0.45008458495582,1,450
0.0019,4.0829718716296,123.62179959849,127.70477147012,5.2921273970773,0.49468679263977,0.50281424378536,0.72540820732871,0.98888583159415,0.45008272105582,1,450
